iter	Passed	Remaining
1680	8460	1605
1681	8464	1600
1682	8468	1595
1683	8471	1589
1684	8475	1584
1685	8479	1579
1686	8483	1573
1687	8487	1568
1688	8490	1563
1689	8494	1558
1690	8498	1552
1691	8502	1547
1692	8506	1542
1693	8509	1537
1694	8513	1531
1695	8517	1526
1696	8521	1521
1697	8525	1516
1698	8529	1511
1699	8533	1505
1700	8537	1500
1701	8541	1495
1702	8545	1490
1703	8549	1485
1704	8552	1479
1705	8556	1474
1706	8560	1469
1707	8564	1464
1708	8567	1458
1709	8571	1453
1710	8575	1448
1711	8580	1443
1712	8584	1438
1713	8589	1433
1714	8593	1428
1715	8597	1422
1716	8601	1417
1717	8605	1412
1718	8609	1407
1719	8614	1402
1720	8618	1397
1721	8622	1392
1722	8626	1386
1723	8630	1381
1724	8634	1376
1725	8639	1371
1726	8643	1366
1727	8647	1361
1728	8651	1356
1729	8656	1350
1730	8661	1345
1731	8665	1340
1732	8668	1335
1733	8673	1330
1734	8678	1325
1735	8682	1320
1736	8686	1315
1737	8690	1310
1738	8695	1305
1739	8699	1299
1740	8703	1294
1741	8707	1289
1742	8711	1284
1743	8715	1279
1744	8719	1274
1745	8725	1269
1746	8729	1264
1747	8733	1259
1748	8738	1254
1749	8743	1249
1750	8746	1243
1751	8750	1238
1752	8755	1233
1753	8759	1228
1754	8763	1223
1755	8767	1218
1756	8772	1213
1757	8776	1208
1758	8780	1202
1759	8784	1197
1760	8789	1192
1761	8792	1187
1762	8796	1182
1763	8801	1177
1764	8806	1172
1765	8810	1167
1766	8813	1162
1767	8818	1157
1768	8823	1152
1769	8827	1147
1770	8830	1141
1771	8834	1136
1772	8838	1131
1773	8842	1126
1774	8845	1121
1775	8849	1116
1776	8853	1111
1777	8857	1105
1778	8860	1100
1779	8865	1095
1780	8869	1090
1781	8872	1085
1782	8876	1080
1783	8880	1075
1784	8885	1070
1785	8889	1065
1786	8893	1060
1787	8896	1054
1788	8900	1049
1789	8904	1044
1790	8908	1039
1791	8912	1034
1792	8915	1029
1793	8920	1024
1794	8924	1019
1795	8928	1014
1796	8932	1009
1797	8936	1003
1798	8939	998
1799	8943	993
1800	8947	988
1801	8951	983
1802	8954	978
1803	8958	973
1804	8962	968
1805	8966	963
1806	8969	958
1807	8973	952
1808	8977	947
1809	8981	942
1810	8984	937
1811	8988	932
1812	8992	927
1813	8996	922
1814	8999	917
1815	9003	912
1816	9007	907
1817	9011	902
1818	9014	897
1819	9019	892
1820	9023	887
1821	9030	882
1822	9036	877
1823	9040	872
1824	9045	867
1825	9050	862
1826	9055	857
1827	9059	852
1828	9063	847
1829	9067	842
1830	9071	837
1831	9076	832
1832	9080	827
1833	9084	822
1834	9088	817
1835	9092	812
1836	9096	807
1837	9100	802
1838	9104	797
1839	9108	792
1840	9111	786
1841	9115	781
1842	9119	776
1843	9123	771
1844	9127	766
1845	9131	761
1846	9135	756
1847	9139	751
1848	9143	746
1849	9147	741
1850	9150	736
1851	9155	731
1852	9158	726
1853	9162	721
1854	9166	716
1855	9170	711
1856	9174	706
1857	9177	701
1858	9181	696
1859	9185	691
1860	9189	686
1861	9193	681
1862	9196	676
1863	9200	671
1864	9204	666
1865	9208	661
1866	9212	656
1867	9217	651
1868	9220	646
1869	9224	641
1870	9228	636
1871	9232	631
1872	9236	626
1873	9240	621
1874	9243	616
1875	9247	611
1876	9251	606
1877	9255	601
1878	9259	596
1879	9263	591
1880	9266	586
1881	9270	581
1882	9274	576
1883	9278	571
1884	9282	566
1885	9286	561
1886	9289	556
1887	9293	551
1888	9297	546
1889	9301	541
1890	9305	536
1891	9308	531
1892	9312	526
1893	9317	521
1894	9320	516
1895	9325	511
1896	9328	506
1897	9332	501
1898	9336	496
1899	9340	491
1900	9344	486
1901	9347	481
1902	9351	476
1903	9355	471
1904	9359	466
1905	9362	461
1906	9366	456
1907	9370	451
1908	9374	446
1909	9378	441
1910	9381	436
1911	9385	431
1912	9389	427
1913	9393	422
1914	9396	417
1915	9400	412
1916	9404	407
1917	9408	402
1918	9412	397
1919	9416	392
1920	9420	387
1921	9424	382
1922	9428	377
1923	9432	372
1924	9436	367
1925	9440	362
1926	9443	357
1927	9447	352
1928	9451	347
1929	9455	342
1930	9459	338
1931	9463	333
1932	9467	328
1933	9471	323
1934	9474	318
1935	9479	313
1936	9487	308
1937	9491	303
1938	9495	298
1939	9499	293
1940	9503	288
1941	9507	283
1942	9511	279
1943	9515	274
1944	9519	269
1945	9523	264
1946	9526	259
1947	9530	254
1948	9534	249
1949	9538	244
1950	9542	239
1951	9546	234
1952	9550	229
1953	9554	224
1954	9558	220
1955	9562	215
1956	9565	210
1957	9569	205
1958	9573	200
1959	9577	195
1960	9581	190
1961	9584	185
1962	9588	180
1963	9592	175
1964	9596	170
1965	9600	166
1966	9603	161
1967	9607	156
1968	9612	151
1969	9616	146
1970	9619	141
1971	9623	136
1972	9627	131
1973	9631	126
1974	9635	121
1975	9638	117
1976	9643	112
1977	9646	107
1978	9651	102
1979	9655	97
1980	9660	92
1981	9664	87
1982	9668	82
1983	9672	78
1984	9677	73
1985	9681	68
1986	9685	63
1987	9689	58
1988	9693	53
1989	9697	48
1990	9701	43
1991	9706	38
1992	9712	34
1993	9719	29
1994	9725	24
1995	9729	19
1996	9733	14
1997	9738	9
1998	9742	4
1999	9748	0
