iter	RMSEWithUncertainty
420	0.4134338796
421	0.4126880706
422	0.4117979728
423	0.4114131595
424	0.4105079294
425	0.4096308267
426	0.4091518928
427	0.4083354761
428	0.4072977307
429	0.4068682539
430	0.4056774598
431	0.4051893364
432	0.4045467887
433	0.4038162243
434	0.4032550176
435	0.4029771986
436	0.4023185591
437	0.4019525112
438	0.4014179515
439	0.4009075106
440	0.400348409
441	0.3999118351
442	0.3994036326
443	0.3989658181
444	0.3984484142
445	0.3975907825
446	0.3970552465
447	0.3967108351
448	0.3961194423
449	0.3956706033
450	0.3951023973
451	0.3945726418
452	0.3939627533
453	0.3932793447
454	0.3927151032
455	0.3921250351
456	0.3916316277
457	0.3911746764
458	0.3906810444
459	0.3901585578
460	0.3896742787
461	0.3891006309
462	0.3887523033
463	0.3880448776
464	0.3877210168
465	0.387288626
466	0.3867826519
467	0.3865359919
468	0.3860697268
469	0.3855580781
470	0.3851975006
471	0.3845190204
472	0.3839001419
473	0.3835450477
474	0.3832578395
475	0.3825851708
476	0.3821564978
477	0.3816932327
478	0.3814269554
479	0.3811207757
480	0.3805437714
481	0.3802929212
482	0.3798630028
483	0.3794643234
484	0.3787686619
485	0.3781718872
486	0.3777650905
487	0.3771740638
488	0.3768706688
489	0.3763993109
490	0.3761169195
491	0.3755857802
492	0.3751702415
493	0.3748749721
494	0.3746179536
495	0.3742067629
496	0.3738675998
497	0.3735303417
498	0.3731731545
499	0.3727006555
500	0.372191433
501	0.371551337
502	0.371105471
503	0.3702645894
504	0.3698366455
505	0.3694526417
506	0.3691545605
507	0.3686898016
508	0.3682403672
509	0.3677626077
510	0.3673877681
511	0.3665867801
512	0.3661619661
513	0.3654524987
514	0.3649905289
515	0.3643025965
516	0.3639186634
517	0.3636191529
518	0.3629937914
519	0.362511482
520	0.362144424
521	0.3617103111
522	0.3612962884
523	0.3605976411
524	0.3603114991
525	0.3599153461
526	0.3596349119
527	0.3588578799
528	0.3583108681
529	0.3578738684
530	0.3571598369
531	0.3568629767
532	0.3558719603
533	0.3554238906
534	0.3549753991
535	0.3545796464
536	0.3542241421
537	0.3539102557
538	0.3535574509
539	0.3530665572
540	0.3526295294
541	0.3522004207
542	0.3519683014
543	0.3514529149
544	0.3512471072
545	0.3499393285
546	0.3492906525
547	0.3485311197
548	0.3479847167
549	0.3476589115
550	0.3473212925
551	0.3468418247
552	0.346385924
553	0.3459528581
554	0.345669446
555	0.3452898854
556	0.3448965849
557	0.3445529404
558	0.3442732389
559	0.3437590202
560	0.3432293974
561	0.3429380051
562	0.3427255813
563	0.3425439949
564	0.3421159219
565	0.3417649345
566	0.341493342
567	0.3413162487
568	0.3409657607
569	0.3405626685
570	0.3400380482
571	0.3394789011
572	0.3391699171
573	0.3388214115
574	0.3385075287
575	0.338184793
576	0.3377461076
577	0.3374152789
578	0.3371864177
579	0.3370072821
580	0.3367251309
581	0.3364662205
582	0.3360579655
583	0.3357981035
584	0.3353611366
585	0.3349195628
586	0.3344964095
587	0.3342299766
588	0.3339388639
589	0.3335458839
590	0.3332659293
591	0.3329863714
592	0.332694294
593	0.3324488263
594	0.3320799567
595	0.331826846
596	0.3316373266
597	0.3308831272
598	0.3302309741
599	0.3299535918
600	0.32966876
601	0.3294880854
602	0.3289891139
603	0.328637701
604	0.3276814869
605	0.3270425311
606	0.326696263
607	0.3261790223
608	0.3258891783
609	0.3256651276
610	0.3250694634
611	0.3248386869
612	0.324647365
613	0.3242091359
614	0.3238376755
615	0.3236102707
616	0.3233768997
617	0.3227004448
618	0.322277392
619	0.3219653421
620	0.3217041498
621	0.3212954797
622	0.3206405526
623	0.3202014047
624	0.3195539332
625	0.3189908418
626	0.3187272659
627	0.3180761315
628	0.3177285841
629	0.317164317
630	0.3168191748
631	0.3161029735
632	0.3157199605
633	0.3154564844
634	0.3150034252
635	0.31420815
636	0.3138426321
637	0.313686776
638	0.3133911135
639	0.3132046484
640	0.3127640823
641	0.3125645493
642	0.3120723618
643	0.3115613968
644	0.3112530065
645	0.310747688
646	0.3105728963
647	0.3103803418
648	0.3101835209
649	0.3098569618
650	0.3092526481
651	0.309045118
652	0.308890754
653	0.308665308
654	0.3083801772
655	0.308025067
656	0.3077262643
657	0.3074404671
658	0.3067609176
659	0.3063749723
660	0.3060652887
661	0.3056388474
662	0.3053078051
663	0.3048843234
664	0.304605799
665	0.3041633941
666	0.3038568001
667	0.303518043
668	0.3033379122
669	0.3031216346
670	0.3028997293
671	0.3025862172
672	0.302385725
673	0.3019917614
674	0.3017309203
675	0.301367218
676	0.3009571978
677	0.300636857
678	0.3004083637
679	0.2997559885
680	0.2994841565
681	0.2990719718
682	0.2987811452
683	0.2984311755
684	0.2981744642
685	0.2977338802
686	0.2973519464
687	0.2970857014
688	0.2968665996
689	0.2964022365
690	0.2961341995
691	0.2958927303
692	0.2955258914
693	0.2953303545
694	0.2950635932
695	0.294810307
696	0.2945153564
697	0.2942073001
698	0.29386044
699	0.2936342823
700	0.2934358494
701	0.2929725541
702	0.292738723
703	0.2923890871
704	0.2920720164
705	0.2918611559
706	0.2913316143
707	0.2911034556
708	0.2906559745
709	0.2904247431
710	0.2901643328
711	0.2895937516
712	0.2891947519
713	0.2889361911
714	0.288598773
715	0.2883651091
716	0.2880893451
717	0.2877897912
718	0.2875168969
719	0.2872541167
720	0.2869738988
721	0.286801183
722	0.2865490258
723	0.286270493
724	0.2858998064
725	0.2856779879
726	0.2854913784
727	0.2851759849
728	0.2846049027
729	0.2842285767
730	0.2837143044
731	0.2833470161
732	0.2830563883
733	0.282863748
734	0.2826388896
735	0.2823950239
736	0.2821058054
737	0.281790812
738	0.2814643728
739	0.2811436755
740	0.2807953682
741	0.2806286801
742	0.2802821896
743	0.2800511059
744	0.2798227004
745	0.279592218
746	0.2793405293
747	0.2790363872
748	0.2788273137
749	0.2783487566
750	0.2780434874
751	0.277831314
752	0.2774764046
753	0.2771579593
754	0.2768630877
755	0.2764055249
756	0.2762292656
757	0.275982158
758	0.2756976626
759	0.2754393671
760	0.2752337669
761	0.2746048454
762	0.2744038428
763	0.2741017717
764	0.2734945412
765	0.2732521793
766	0.272338163
767	0.2721617503
768	0.271779327
769	0.2713676565
770	0.2711434704
771	0.2708191762
772	0.2704051971
773	0.2702364655
774	0.2696756738
775	0.2693011858
776	0.2686849562
777	0.2683842051
778	0.2679142197
779	0.2676873566
780	0.2673814678
781	0.2670992316
782	0.2666749402
783	0.2664398508
784	0.2662438572
785	0.2660305147
786	0.2654731338
787	0.2652399038
788	0.2649580706
789	0.2646944504
790	0.2645230695
791	0.2643129745
792	0.2640490189
793	0.2637804447
794	0.2634848809
795	0.2632185882
796	0.2627503422
797	0.262467408
798	0.2621887159
799	0.2617994655
800	0.2616639101
801	0.2610616753
802	0.2608938391
803	0.2606725481
804	0.2604361766
805	0.2600930757
806	0.2598358057
807	0.259655041
808	0.2594439823
809	0.259276085
810	0.258951428
811	0.2587088393
812	0.25841282
813	0.2582245753
814	0.2580036771
815	0.2576802303
816	0.2575103399
817	0.2567506362
818	0.2565681466
819	0.2563486494
820	0.2559472419
821	0.2555892655
822	0.2553361341
823	0.2550182355
824	0.2547202959
825	0.2541038511
826	0.2537568856
827	0.2536220394
828	0.2532976792
829	0.2529636604
830	0.2526674493
831	0.2523022603
832	0.2520948743
833	0.2515755318
834	0.2513338694
835	0.2510907752
836	0.2508268009
837	0.2506519671
838	0.2503842297
839	0.2500832679
840	0.2497568467
841	0.2496260796
842	0.2490708877
843	0.248832602
844	0.2485574041
845	0.2481245279
846	0.2475599943
847	0.2473642427
848	0.2471964893
849	0.2468657387
850	0.2466237739
851	0.2462894395
852	0.2459370998
853	0.2456836123
854	0.245295993
855	0.2450879785
856	0.2448650305
857	0.2444653204
858	0.244277166
859	0.2438922909
860	0.2436558451
861	0.2434342385
862	0.243133862
863	0.242871978
864	0.242544347
865	0.2422196371
866	0.2417075105
867	0.241435286
868	0.2411656927
869	0.2406687667
870	0.2402110018
871	0.2399906181
872	0.2396677116
873	0.2393272992
874	0.2389432883
875	0.2386177378
876	0.2383858957
877	0.2381305733
878	0.2378498457
879	0.2376753692
880	0.2375339247
881	0.2373041996
882	0.2370841963
883	0.2368498695
884	0.236640599
885	0.2362895837
886	0.236102599
887	0.2358699778
888	0.2352511074
889	0.2350288919
890	0.2346470322
891	0.2343873558
892	0.2341931078
893	0.2337538069
894	0.2334782837
895	0.2330167146
896	0.2326119264
897	0.2322916636
898	0.2320769767
899	0.2317903912
900	0.2315100101
901	0.2312374186
902	0.2309549132
903	0.2304895489
904	0.2298567388
905	0.2295108766
906	0.2292045254
907	0.2289871565
908	0.2284222817
909	0.2281054718
910	0.2278605959
911	0.227593047
912	0.2272578435
913	0.2269779952
914	0.2267615368
915	0.2264783526
916	0.2262242621
917	0.2259948346
918	0.2256251111
919	0.2254130343
920	0.2252546722
921	0.2249299599
922	0.2246509775
923	0.2242456536
924	0.2240930348
925	0.2239428071
926	0.2237437308
927	0.2234898893
928	0.2232729158
929	0.2228318406
930	0.2224666606
931	0.2220402039
932	0.2219206669
933	0.2215808299
934	0.2211879454
935	0.2210325954
936	0.2206330184
937	0.220427604
938	0.2200932375
939	0.2197756361
940	0.219303628
941	0.2190876544
942	0.2187973964
943	0.2184769031
944	0.2183348991
945	0.2180109646
946	0.2177804004
947	0.2175307322
948	0.2173702858
949	0.2171441571
950	0.2168018574
951	0.21661228
952	0.2163355177
953	0.2160745803
954	0.2158711894
955	0.215547344
956	0.2153953891
957	0.215214056
958	0.2150190658
959	0.2148531673
960	0.2145190197
961	0.2143378188
962	0.2141679718
963	0.21388524
964	0.2136373759
965	0.2133365722
966	0.2130353777
967	0.2128781484
968	0.2127240515
969	0.2124701387
970	0.2123635106
971	0.2120879653
972	0.2118562445
973	0.2115262904
974	0.2111701035
975	0.210790195
976	0.2105919844
977	0.2103476969
978	0.2100645237
979	0.2096294422
980	0.2093229523
981	0.209084528
982	0.2088151454
983	0.2085087693
984	0.2081918276
985	0.2079620881
986	0.2078050833
987	0.2076122667
988	0.2073431794
989	0.2071228299
990	0.206870076
991	0.2065738492
992	0.2064105802
993	0.2060644305
994	0.2059017491
995	0.2057116608
996	0.2055250875
997	0.2052087895
998	0.2050154975
999	0.2047346353
1000	0.2044680702
1001	0.2041351443
1002	0.2039854954
1003	0.203843596
1004	0.2036537233
1005	0.2033078253
1006	0.2030881563
1007	0.2029091764
1008	0.2026285213
1009	0.202388728
1010	0.2022470944
1011	0.2019317657
1012	0.2016785187
1013	0.2015222987
1014	0.2014146817
1015	0.2011469683
1016	0.2008958019
1017	0.200756634
1018	0.2005160801
1019	0.2004198217
1020	0.2002531111
1021	0.1998942065
1022	0.1995927445
1023	0.1993572701
1024	0.1989728018
1025	0.1986976014
1026	0.198532761
1027	0.1982053141
1028	0.1980805294
1029	0.1977658314
1030	0.1974833019
1031	0.1971041941
1032	0.1968733754
1033	0.196746728
1034	0.1966134277
1035	0.1962000757
1036	0.1958997369
1037	0.1956863583
1038	0.1955230746
1039	0.1952877364
1040	0.1950348932
1041	0.1949023881
1042	0.1945286667
1043	0.1943266613
1044	0.193972147
1045	0.1937643288
1046	0.1935843952
1047	0.193419919
1048	0.1931533493
1049	0.1928462878
1050	0.1924977552
1051	0.1922602702
1052	0.1920279174
1053	0.1918219537
1054	0.1916375597
1055	0.1914320008
1056	0.1911790184
1057	0.1909577899
1058	0.1907957602
1059	0.1906476591
1060	0.1902898535
1061	0.1900826687
1062	0.1899575704
1063	0.1897872109
1064	0.1893781183
1065	0.1891704562
1066	0.1888658514
1067	0.1886916834
1068	0.1885090929
1069	0.1883540674
1070	0.1882022702
1071	0.1880500061
1072	0.1878078504
1073	0.1874633336
1074	0.1873321503
1075	0.1871058184
1076	0.1869011289
1077	0.1867426624
1078	0.1865027589
1079	0.1862322853
1080	0.1861112658
1081	0.1859229143
1082	0.1857856028
1083	0.1854868995
1084	0.1853102401
1085	0.1851411545
1086	0.1850068475
1087	0.1848330435
1088	0.1845766983
1089	0.1844436057
1090	0.1842690785
1091	0.1840651961
1092	0.1839579397
1093	0.1837029762
1094	0.1835822358
1095	0.1834204773
1096	0.1832907892
1097	0.183098004
1098	0.1828858522
1099	0.1827057941
1100	0.1825092719
1101	0.1823430816
1102	0.1820475745
1103	0.1818152572
1104	0.1817049169
1105	0.1814256562
1106	0.1812300105
1107	0.1810262823
1108	0.1808691086
1109	0.180694685
1110	0.1804727621
1111	0.1802593976
1112	0.1800604711
1113	0.1798982345
1114	0.1797420141
1115	0.1796214345
1116	0.1792311794
1117	0.1790047294
1118	0.1788338078
1119	0.1786327586
1120	0.1784421567
1121	0.1782093911
1122	0.1779974464
1123	0.1778014077
1124	0.177647298
1125	0.1774262983
1126	0.1771954941
1127	0.1770153566
1128	0.1768570421
1129	0.1766531452
1130	0.1764112265
1131	0.1761617878
1132	0.1759957223
1133	0.1758702381
1134	0.175724582
1135	0.1755671834
1136	0.1753499947
1137	0.1752045936
1138	0.1749904697
1139	0.1747469507
1140	0.1744820067
1141	0.1742025679
1142	0.1740340965
1143	0.1738593841
1144	0.1736934727
1145	0.1735358947
1146	0.1733699839
1147	0.1731878881
1148	0.172909523
1149	0.1726542933
1150	0.1724743843
1151	0.1722930829
1152	0.1721241778
1153	0.1719543941
1154	0.1717848351
1155	0.1715983773
1156	0.1713496618
1157	0.1711695052
1158	0.1710326617
1159	0.1708904869
1160	0.1707346213
1161	0.1705794395
1162	0.1704430617
1163	0.1702432875
1164	0.169998375
1165	0.1698362852
1166	0.1695950165
1167	0.169437577
1168	0.1692641875
1169	0.1690269167
1170	0.1688591306
1171	0.168700192
1172	0.1685424592
1173	0.1684167398
1174	0.168266481
1175	0.16793167
1176	0.1677845569
1177	0.1675751716
1178	0.1674416267
1179	0.1673111281
1180	0.1671059314
1181	0.1668622511
1182	0.1666908622
1183	0.1664747528
1184	0.1663424691
1185	0.1660951729
1186	0.1659282736
1187	0.165763945
1188	0.1656282638
1189	0.1654145558
1190	0.1652684943
1191	0.1651127622
1192	0.1648972966
1193	0.1647252925
1194	0.164617059
1195	0.1644225549
1196	0.1643022175
1197	0.1640678015
1198	0.1639664143
1199	0.163517325
1200	0.1634380442
1201	0.1632549158
1202	0.1630765521
1203	0.1628992741
1204	0.1627206726
1205	0.1624817239
1206	0.1622919122
1207	0.1620960587
1208	0.1617650601
1209	0.1615255751
1210	0.161358699
1211	0.1612295845
1212	0.1610250872
1213	0.16090631
1214	0.1606605122
1215	0.1604314916
1216	0.1600603403
1217	0.1598720202
1218	0.1597502713
1219	0.1595643649
1220	0.1593215615
1221	0.1591812048
1222	0.1591155239
1223	0.1589062952
1224	0.158769226
1225	0.1585880426
1226	0.1584501844
1227	0.1583206026
1228	0.1581224389
1229	0.1580033177
1230	0.1578910595
1231	0.1577638513
1232	0.1576415059
1233	0.157509558
1234	0.1573745896
1235	0.157161085
1236	0.1570368348
1237	0.1569563741
1238	0.1568198319
1239	0.1567013133
1240	0.1565474668
1241	0.1563680588
1242	0.156172161
1243	0.1560139878
1244	0.1558217956
1245	0.1557484333
1246	0.155594498
1247	0.1554734278
1248	0.15533981
1249	0.1551311651
1250	0.155028942
1251	0.1549059045
1252	0.1547249112
1253	0.1545939968
1254	0.154231637
1255	0.1540567414
1256	0.1539466299
1257	0.1537679611
1258	0.1534746926
1259	0.1532787089
1260	0.153110305
1261	0.1528075183
1262	0.1526407757
1263	0.1523868642
1264	0.1522303321
1265	0.152094318
1266	0.1518927929
1267	0.1516534008
1268	0.1514780462
1269	0.1512683336
1270	0.1511648513
1271	0.1509782742
1272	0.1506763986
1273	0.1505622172
1274	0.1503624092
1275	0.1502271154
1276	0.1500022167
1277	0.1498552557
1278	0.1497338846
1279	0.1495300298
1280	0.1493880153
1281	0.149270235
1282	0.1489187591
1283	0.1487312125
1284	0.1485610343
1285	0.1484469297
1286	0.1482254277
1287	0.1480900304
1288	0.1478163374
1289	0.1476619484
1290	0.147520571
1291	0.1473295118
1292	0.1471915509
1293	0.1469044684
1294	0.1466338512
1295	0.1464620302
1296	0.1463760347
1297	0.1461472241
1298	0.146009625
1299	0.1458096899
1300	0.1456716215
1301	0.1455156506
1302	0.1452833241
1303	0.145098247
1304	0.1449720728
1305	0.144825873
1306	0.1447389139
1307	0.1446136567
1308	0.1444968399
1309	0.1443453713
1310	0.1442023062
1311	0.143946969
1312	0.1438489476
1313	0.1435325615
1314	0.1433722789
1315	0.1432750125
1316	0.1431709126
1317	0.1430311432
1318	0.1428348302
1319	0.1427133333
1320	0.1425902396
1321	0.1422901452
1322	0.1421437189
1323	0.1419954031
1324	0.1417512976
1325	0.141669405
1326	0.1415628736
1327	0.1412284522
1328	0.1411228834
1329	0.1409526424
1330	0.1407973084
1331	0.1405314477
1332	0.1402691943
1333	0.1401885002
1334	0.1400451823
1335	0.1399228356
1336	0.1397693203
1337	0.1394605728
1338	0.139097016
1339	0.1389755537
1340	0.1388127893
1341	0.1386539649
1342	0.1382447955
1343	0.1380126093
1344	0.1378682726
1345	0.1377253715
1346	0.1372421907
1347	0.1371106242
1348	0.1369672552
1349	0.1367316732
1350	0.136547223
1351	0.1363347152
1352	0.1360541568
1353	0.1359443458
1354	0.1357858457
1355	0.1355570141
1356	0.1352738626
1357	0.1350791111
1358	0.1349601393
1359	0.1347968269
1360	0.1346865841
1361	0.1344077076
1362	0.1340933523
1363	0.1339227548
1364	0.133781758
1365	0.1335454578
1366	0.1334191763
1367	0.1331180535
1368	0.1329652115
1369	0.1326080735
1370	0.1323333996
1371	0.1322253796
1372	0.1321441504
1373	0.132023604
1374	0.1318860268
1375	0.1315302447
1376	0.1313725997
1377	0.1311887535
1378	0.1310513798
1379	0.1309606029
1380	0.1308533271
1381	0.1306407499
1382	0.130519767
1383	0.1302845743
1384	0.1300833682
1385	0.1299000874
1386	0.1297317323
1387	0.1296440553
1388	0.1294988127
1389	0.129353825
1390	0.1290356061
1391	0.128907763
1392	0.1287761776
1393	0.1287016359
1394	0.128574709
1395	0.1282347601
1396	0.1278964089
1397	0.1277731641
1398	0.1274256273
1399	0.1272291178
1400	0.1271515345
1401	0.1268168474
1402	0.1266847196
1403	0.1265435152
1404	0.1263839506
1405	0.126224575
1406	0.1260433501
1407	0.1258972183
1408	0.1257227245
1409	0.1255186685
1410	0.1253498705
1411	0.1250988151
1412	0.1249431852
1413	0.1247953327
1414	0.1246464963
1415	0.1244380098
1416	0.1242598324
1417	0.1239530176
1418	0.1237461751
1419	0.1235713996
1420	0.1233372468
1421	0.1231507324
1422	0.1230225328
1423	0.1226750183
1424	0.1223148056
1425	0.1221314279
1426	0.1220174496
1427	0.1217946442
1428	0.1216138032
1429	0.1214203817
1430	0.1212613452
1431	0.1210243985
1432	0.1208292406
1433	0.1206693273
1434	0.120510451
1435	0.1201966315
1436	0.1199738414
1437	0.1198309154
1438	0.1196382862
1439	0.1194555461
1440	0.1193402259
1441	0.1191734556
1442	0.1188299547
1443	0.1185757892
1444	0.1184470462
1445	0.1183676806
1446	0.1182785902
1447	0.1179781344
1448	0.1177280776
1449	0.1174994729
1450	0.1171745663
1451	0.117079943
1452	0.1168464363
1453	0.1167247244
1454	0.1166319993
1455	0.1164942113
1456	0.1164127756
1457	0.1160383792
1458	0.11592296
1459	0.1157727799
1460	0.1156513626
1461	0.1154944903
1462	0.1153404616
1463	0.1151231946
1464	0.1149125252
1465	0.1146220454
1466	0.1143547468
1467	0.1142889306
1468	0.1141862201
1469	0.1140460813
1470	0.113951665
1471	0.1137470777
1472	0.1134186718
1473	0.1131571916
1474	0.1130447833
1475	0.1128944855
1476	0.1127851055
1477	0.112501562
1478	0.1123825087
1479	0.1122517267
1480	0.1121156872
1481	0.1118659777
1482	0.1115192313
1483	0.1114148408
1484	0.1111188587
1485	0.1108173373
1486	0.1107275907
1487	0.1106063112
1488	0.1104819954
1489	0.110328573
1490	0.1102050524
1491	0.1101010078
1492	0.109945834
1493	0.1097311192
1494	0.1095414612
1495	0.1093634388
1496	0.1092256641
1497	0.1090434776
1498	0.1088018397
1499	0.1085536438
1500	0.1084408704
1501	0.1083724673
1502	0.1082094248
1503	0.1079032543
1504	0.1077714529
1505	0.1075709781
1506	0.1074093194
1507	0.1072937582
1508	0.1071681716
1509	0.1070834336
1510	0.1069376408
1511	0.1067984326
1512	0.1066763
1513	0.1065557541
1514	0.1064242635
1515	0.1061924755
1516	0.1060621768
