iter	RMSEWithUncertainty
1517	0.1056649741
1518	0.1055561632
1519	0.1053068312
1520	0.1052055429
1521	0.1050801744
1522	0.1048475357
1523	0.1047259576
1524	0.1045340958
1525	0.1044214533
1526	0.1041537369
1527	0.1040171298
1528	0.1039163622
1529	0.1036348605
1530	0.1035027741
1531	0.1034114205
1532	0.1032640077
1533	0.1031512166
1534	0.1029219278
1535	0.1028181339
1536	0.1026363758
1537	0.1025391975
1538	0.1024548777
1539	0.1023058616
1540	0.1021935966
1541	0.102118195
1542	0.1019326421
1543	0.1017251279
1544	0.101608152
1545	0.1013707324
1546	0.1012850393
1547	0.1009339159
1548	0.1008408648
1549	0.1007663369
1550	0.1005627107
1551	0.1004171199
1552	0.1002284418
1553	0.1001285152
1554	0.09999933514
1555	0.09983439455
1556	0.09952837434
1557	0.09941280768
1558	0.09926741621
1559	0.09912506134
1560	0.09905751842
1561	0.09876823625
1562	0.09866119044
1563	0.09846498978
1564	0.09832614663
1565	0.09824052674
1566	0.09809774832
1567	0.09788457707
1568	0.09773096426
1569	0.09756948519
1570	0.09745673946
1571	0.0972888942
1572	0.09714161543
1573	0.09690388623
1574	0.0966910748
1575	0.09659821631
1576	0.09641779057
1577	0.09635069913
1578	0.09615692234
1579	0.09602858367
1580	0.09597043864
1581	0.09590248316
1582	0.09576376179
1583	0.09563847764
1584	0.09545751778
1585	0.09518795366
1586	0.09508836678
1587	0.09498232844
1588	0.09485707094
1589	0.09469399905
1590	0.09456079215
1591	0.09449541174
1592	0.0943516789
1593	0.09426934463
1594	0.09417769815
1595	0.09402801219
1596	0.09392748302
1597	0.09383952393
1598	0.09369431956
1599	0.09358432801
1600	0.09341496346
1601	0.09333192386
1602	0.09321118086
1603	0.09312324986
1604	0.09287540198
1605	0.09276488675
1606	0.09261002222
1607	0.0925250446
1608	0.09240559044
1609	0.09224281272
1610	0.09206035838
1611	0.09193764609
1612	0.09176599977
1613	0.09160925206
1614	0.0914490859
1615	0.09134180681
1616	0.09121815261
1617	0.09107482506
1618	0.09089999861
1619	0.09079269584
1620	0.09060914957
1621	0.09050093707
1622	0.09034988134
1623	0.09021859268
1624	0.09007875459
1625	0.089894374
1626	0.08971910909
1627	0.08963056849
1628	0.08923723454
1629	0.08913135866
1630	0.08906204109
1631	0.08896596935
1632	0.08884127905
1633	0.08862288391
1634	0.08850886291
1635	0.08834703962
1636	0.08815816547
1637	0.08804032862
1638	0.08792169196
1639	0.08779194581
1640	0.0876136461
1641	0.08748156886
1642	0.0873785021
1643	0.08726232357
1644	0.08712291794
1645	0.0869769133
1646	0.08686515049
1647	0.08672650548
1648	0.08662885218
1649	0.0864683922
1650	0.08624764707
1651	0.08606801226
1652	0.08598599812
1653	0.08583005874
1654	0.08568012544
1655	0.08544056505
1656	0.08530748342
1657	0.08517868653
1658	0.0849778788
1659	0.08483514928
1660	0.08466752534
1661	0.08449946603
1662	0.08444268043
1663	0.0843492667
1664	0.08420794526
1665	0.08408011153
1666	0.08399984851
1667	0.08389484248
1668	0.08370521478
1669	0.08356454354
1670	0.08336990416
1671	0.083128075
1672	0.08302021025
1673	0.08293742743
1674	0.08277474939
1675	0.08267177299
1676	0.08261721983
1677	0.08244152858
1678	0.08229507098
1679	0.08215568297
1680	0.08208643241
1681	0.08200735804
1682	0.08192827711
1683	0.08170155441
1684	0.08153170649
1685	0.08136084709
1686	0.08102192266
1687	0.08094301939
1688	0.08078866059
1689	0.08068280939
1690	0.08058331165
1691	0.0804143542
1692	0.08028778804
1693	0.08018861832
1694	0.08012520723
1695	0.07996874752
1696	0.07982957583
1697	0.07974444521
1698	0.07964788602
1699	0.07948746135
1700	0.07923540275
1701	0.07895141481
1702	0.07883774704
1703	0.07849088193
1704	0.07840000123
1705	0.07832479476
1706	0.07819467732
1707	0.07792376044
1708	0.07780773295
1709	0.07766990149
1710	0.07755182156
1711	0.07741055172
1712	0.07723980032
1713	0.07711803773
1714	0.0769153566
1715	0.0767905774
1716	0.07666079856
1717	0.0765386511
1718	0.07646510573
1719	0.07635502651
1720	0.07624702449
1721	0.0760779604
1722	0.07601320795
1723	0.07589387043
1724	0.07571574016
1725	0.07563041313
1726	0.07555458141
1727	0.07537592108
1728	0.07525769908
1729	0.07511564947
1730	0.07504463776
1731	0.07498652636
1732	0.07480427424
1733	0.07472795701
1734	0.07449196528
1735	0.07437470627
1736	0.07431606675
1737	0.07415493725
1738	0.07411439431
1739	0.07395435631
1740	0.07387159968
1741	0.0736759981
1742	0.07357623006
1743	0.07354544378
1744	0.07338554602
1745	0.07325723518
1746	0.07309733723
1747	0.0728703838
1748	0.07277881933
1749	0.07269873415
1750	0.0726005916
1751	0.0724867027
1752	0.07240309208
1753	0.07227574741
1754	0.07219980047
1755	0.07214034802
1756	0.07207777657
1757	0.0718072247
1758	0.07174659286
1759	0.07162353853
1760	0.07154010749
1761	0.07130205382
1762	0.07110821122
1763	0.0708838652
1764	0.07078417328
1765	0.07071960937
1766	0.07060424066
1767	0.07046519478
1768	0.07041175916
1769	0.07031112535
1770	0.07009620867
1771	0.07001600113
1772	0.06996568567
1773	0.06985063198
1774	0.06980279213
1775	0.06965697737
1776	0.0695314612
1777	0.0694611342
1778	0.06926988376
1779	0.06918659051
1780	0.06907910386
1781	0.069019533
1782	0.06891762351
1783	0.0687357096
1784	0.06867428746
1785	0.06861521527
1786	0.06851679336
1787	0.06845169369
1788	0.06834588103
1789	0.06815522345
1790	0.06803471613
1791	0.0679848731
1792	0.06780479699
1793	0.06771420147
1794	0.06758648873
1795	0.06748095219
1796	0.06731345687
1797	0.06718605176
1798	0.06709085533
1799	0.06699048507
1800	0.06691623055
1801	0.06682508411
1802	0.06673176586
1803	0.06667905041
1804	0.06659440947
1805	0.06655092755
1806	0.06651526289
1807	0.06642921667
1808	0.06638139419
1809	0.06616605725
1810	0.06610695994
1811	0.06597590003
1812	0.06589119453
1813	0.06576364816
1814	0.06570419414
1815	0.06557466076
1816	0.06539456546
1817	0.06523384352
1818	0.06516248285
1819	0.06498105557
1820	0.06489611413
1821	0.06482138226
1822	0.06473223044
1823	0.06461534454
1824	0.06450676805
1825	0.06440897932
1826	0.06429801928
1827	0.06417434192
1828	0.06403657814
1829	0.06378541152
1830	0.0636300849
1831	0.06338611114
1832	0.06324538668
1833	0.06312798682
1834	0.06299026872
1835	0.06288803054
1836	0.06274863185
1837	0.06254260266
1838	0.06237097849
1839	0.0621917006
1840	0.06204749905
1841	0.06191930601
1842	0.06170385805
1843	0.06160244747
1844	0.06147894248
1845	0.0614334858
1846	0.06130183278
1847	0.06118017546
1848	0.06110724159
1849	0.06103578872
1850	0.06092364408
1851	0.06080070645
1852	0.06073587766
1853	0.06062011566
1854	0.06050527855
1855	0.06037386341
1856	0.06029349106
1857	0.06020183364
1858	0.06003598512
1859	0.05994641376
1860	0.05968201654
1861	0.05962857911
1862	0.05952722557
1863	0.05941791893
1864	0.05933485203
1865	0.05925680844
1866	0.05915329752
1867	0.05909557713
1868	0.05900670263
1869	0.05891550991
1870	0.058773042
1871	0.05838307298
1872	0.05827245134
1873	0.05808157229
1874	0.05790301257
1875	0.05785509519
1876	0.05772021228
1877	0.05765728508
1878	0.05755167339
1879	0.05744549448
1880	0.05731211582
1881	0.0572252356
1882	0.0570781608
1883	0.0569603402
1884	0.05681185346
1885	0.05671125391
1886	0.05665478957
1887	0.05659921272
1888	0.05652373523
1889	0.05634552812
1890	0.05624511035
1891	0.05614634805
1892	0.05600887738
1893	0.05590179222
1894	0.05578323663
1895	0.05542331079
1896	0.05530509657
1897	0.05526169103
1898	0.05519807902
1899	0.05504473429
1900	0.05495253044
1901	0.05490952083
1902	0.05480032728
1903	0.05467381194
1904	0.05457766365
1905	0.0543530652
1906	0.05428616641
1907	0.05411488497
1908	0.05402494208
1909	0.05391698229
1910	0.05382764735
1911	0.05371768381
1912	0.05359221845
1913	0.05354982218
1914	0.05331629202
1915	0.05310794985
1916	0.05296590843
1917	0.0528227063
1918	0.0527335012
1919	0.05264980182
1920	0.05253086964
1921	0.05246009081
1922	0.05235388408
1923	0.05226406348
1924	0.05213944652
1925	0.0520530854
1926	0.05196948066
1927	0.05187672534
1928	0.05169632931
1929	0.05162360489
1930	0.05148864118
1931	0.05136154579
1932	0.05125672041
1933	0.05118933139
1934	0.05098400868
1935	0.05085594549
1936	0.0507688638
1937	0.05071800645
1938	0.05063537365
1939	0.05049037027
1940	0.05036476486
1941	0.05024261758
1942	0.04999822488
1943	0.04989044678
1944	0.04976551287
1945	0.04964045474
1946	0.04951952815
1947	0.04942154096
1948	0.04937146513
1949	0.0492857079
1950	0.04921055518
1951	0.04911152512
1952	0.04895444999
1953	0.04884552574
1954	0.04875559981
1955	0.04868518961
1956	0.04859060266
1957	0.04853247262
1958	0.04845964098
1959	0.04839263463
1960	0.04829565708
1961	0.0481770853
1962	0.04809864703
1963	0.04800551215
1964	0.04791651596
1965	0.04780272855
1966	0.0477229914
1967	0.04759366591
1968	0.04751768232
1969	0.04739205205
1970	0.04726070564
1971	0.04712511747
1972	0.04697189241
1973	0.04685200031
1974	0.04673752386
1975	0.04661528497
1976	0.04655154002
1977	0.04649260023
1978	0.04641723256
1979	0.0463121009
1980	0.0462321886
1981	0.04615226397
1982	0.04607699135
1983	0.04596806942
1984	0.04588261693
1985	0.04573861444
1986	0.04566788361
1987	0.04557477967
1988	0.04548657461
1989	0.04540661451
1990	0.04533273728
1991	0.04523109849
1992	0.04515779855
1993	0.04502564683
1994	0.04491981023
1995	0.04487657112
1996	0.04479317035
1997	0.04466547046
1998	0.04459080703
1999	0.0445008974
